step,track,model,dataset,Accuracy,F1,Memory in Mb,Time in s
19932,Binary classification,Hoeffding Tree,Elec2,0.8288595655009784,0.7951228302000121,0.4740457534790039,80.472466
20838,Binary classification,Hoeffding Tree,Elec2,0.8238230071507414,0.787570163763671,0.4986581802368164,88.011892
21744,Binary classification,Hoeffding Tree,Elec2,0.8251391252357081,0.7858028169014086,0.49881839752197266,95.933091
22650,Binary classification,Hoeffding Tree,Elec2,0.8245838668373879,0.7828843106180666,0.4754495620727539,104.224255
23556,Binary classification,Hoeffding Tree,Elec2,0.81761834005519,0.7712703652433182,0.5000619888305664,112.906395
24462,Binary classification,Hoeffding Tree,Elec2,0.8151342954090184,0.7656509121061359,0.5002260208129883,121.82637100000001
25368,Binary classification,Hoeffding Tree,Elec2,0.8133401663578665,0.7649540828989824,0.5574922561645508,130.91038
26274,Binary classification,Hoeffding Tree,Elec2,0.8142199215925094,0.7659329592864336,0.5574922561645508,140.168162
27180,Binary classification,Hoeffding Tree,Elec2,0.8130909893667906,0.7650758416574177,0.5574922561645508,149.667001
28086,Binary classification,Hoeffding Tree,Elec2,0.810646252447926,0.7611605137878379,0.557560920715332,159.99346
28992,Binary classification,Hoeffding Tree,Elec2,0.8084233037839329,0.755846667838931,0.557560920715332,170.620129
29898,Binary classification,Hoeffding Tree,Elec2,0.8039602635715958,0.7488322262695523,0.557560920715332,181.862795
30804,Binary classification,Hoeffding Tree,Elec2,0.8052787066194851,0.7498540328634582,0.672093391418457,193.559853
31710,Binary classification,Hoeffding Tree,Elec2,0.802863540319783,0.7460285215130216,0.672093391418457,205.608751
32616,Binary classification,Hoeffding Tree,Elec2,0.8010731258623333,0.7451889089623752,0.6838235855102539,218.055201
33522,Binary classification,Hoeffding Tree,Elec2,0.8010500880045345,0.7469934367768125,0.7644357681274414,230.816609
34428,Binary classification,Hoeffding Tree,Elec2,0.799663055160194,0.7444893120438633,0.7656793594360352,243.885503
35334,Binary classification,Hoeffding Tree,Elec2,0.7997056576005434,0.7438746335637508,0.7969751358032227,257.165732
36240,Binary classification,Hoeffding Tree,Elec2,0.798283617097602,0.7418420680887131,0.8215875625610352,270.583425
37146,Binary classification,Hoeffding Tree,Elec2,0.7980347287656482,0.741577678263865,0.8528604507446289,284.22482099999996
38052,Binary classification,Hoeffding Tree,Elec2,0.7942761031247536,0.7384913476314559,0.8296518325805664,298.090875
38958,Binary classification,Hoeffding Tree,Elec2,0.791975768154632,0.7385131646876614,0.8296518325805664,312.240908
39864,Binary classification,Hoeffding Tree,Elec2,0.7917617841105787,0.7414904549842734,0.8308954238891602,326.684533
40770,Binary classification,Hoeffding Tree,Elec2,0.7937158134857367,0.7465187775031646,0.8308954238891602,341.45660799999996
41676,Binary classification,Hoeffding Tree,Elec2,0.7945770845830834,0.749744219357479,0.8553476333618164,356.57733999999994
42582,Binary classification,Hoeffding Tree,Elec2,0.7952373124163359,0.7509355271802782,0.8799371719360352,371.9763009999999
43488,Binary classification,Hoeffding Tree,Elec2,0.7953871271874353,0.7515912897822445,0.8812036514282227,387.7274739999999
44394,Binary classification,Hoeffding Tree,Elec2,0.7949676750839096,0.7499038303016982,0.8812036514282227,403.8483289999999
45300,Binary classification,Hoeffding Tree,Elec2,0.7956246274752202,0.7508745492707605,0.9384698867797852,420.28023899999994
45312,Binary classification,Hoeffding Tree,Elec2,0.7956346141113637,0.7508341405661393,0.9384698867797852,436.74009099999995
25,Binary classification,Hoeffding Tree,Phishing,0.5833333333333334,0.6428571428571429,0.06843090057373047,0.009132
50,Binary classification,Hoeffding Tree,Phishing,0.7346938775510204,0.7346938775510203,0.06843090057373047,0.024792
75,Binary classification,Hoeffding Tree,Phishing,0.7837837837837838,0.7894736842105262,0.06843090057373047,0.045049000000000006
100,Binary classification,Hoeffding Tree,Phishing,0.8080808080808081,0.8080808080808081,0.06843090057373047,0.069814
125,Binary classification,Hoeffding Tree,Phishing,0.8145161290322581,0.8130081300813008,0.06843090057373047,0.099406
150,Binary classification,Hoeffding Tree,Phishing,0.8187919463087249,0.8235294117647058,0.06843090057373047,0.133569
175,Binary classification,Hoeffding Tree,Phishing,0.8333333333333334,0.8263473053892215,0.06843090057373047,0.172229
200,Binary classification,Hoeffding Tree,Phishing,0.8341708542713567,0.8272251308900525,0.06845378875732422,0.21717999999999998
225,Binary classification,Hoeffding Tree,Phishing,0.8303571428571429,0.8190476190476189,0.06845378875732422,0.269005
250,Binary classification,Hoeffding Tree,Phishing,0.8313253012048193,0.8205128205128206,0.06845378875732422,0.325403
275,Binary classification,Hoeffding Tree,Phishing,0.8321167883211679,0.8203125000000001,0.06845378875732422,0.386239
300,Binary classification,Hoeffding Tree,Phishing,0.8394648829431438,0.8248175182481753,0.06845378875732422,0.451604
325,Binary classification,Hoeffding Tree,Phishing,0.845679012345679,0.8263888888888888,0.06845378875732422,0.522144
350,Binary classification,Hoeffding Tree,Phishing,0.8510028653295129,0.8289473684210527,0.06845378875732422,0.597245
375,Binary classification,Hoeffding Tree,Phishing,0.8529411764705882,0.8286604361370716,0.06845378875732422,0.676868
400,Binary classification,Hoeffding Tree,Phishing,0.8546365914786967,0.8284023668639053,0.06845378875732422,0.761995
425,Binary classification,Hoeffding Tree,Phishing,0.8561320754716981,0.8262108262108262,0.06845378875732422,0.851449
450,Binary classification,Hoeffding Tree,Phishing,0.8596881959910914,0.8283378746594006,0.06845378875732422,0.945593
475,Binary classification,Hoeffding Tree,Phishing,0.8565400843881856,0.826530612244898,0.06845378875732422,1.048011
500,Binary classification,Hoeffding Tree,Phishing,0.8577154308617234,0.8313539192399049,0.06845378875732422,1.160055
525,Binary classification,Hoeffding Tree,Phishing,0.8587786259541985,0.8287037037037036,0.06845378875732422,1.281368
550,Binary classification,Hoeffding Tree,Phishing,0.8579234972677595,0.8289473684210527,0.06845378875732422,1.406416
575,Binary classification,Hoeffding Tree,Phishing,0.8606271777003485,0.8319327731092437,0.06845378875732422,1.535136
600,Binary classification,Hoeffding Tree,Phishing,0.8647746243739566,0.834355828220859,0.06845378875732422,1.6684750000000002
625,Binary classification,Hoeffding Tree,Phishing,0.8669871794871795,0.8336673346693387,0.06845378875732422,1.8055310000000002
650,Binary classification,Hoeffding Tree,Phishing,0.8705701078582434,0.8409090909090909,0.06845378875732422,1.9462500000000003
675,Binary classification,Hoeffding Tree,Phishing,0.870919881305638,0.8449197860962566,0.06845378875732422,2.0905810000000002
700,Binary classification,Hoeffding Tree,Phishing,0.8755364806866953,0.8486956521739131,0.06845378875732422,2.2385840000000004
725,Binary classification,Hoeffding Tree,Phishing,0.8784530386740331,0.8547854785478548,0.06845378875732422,2.3903430000000006
750,Binary classification,Hoeffding Tree,Phishing,0.8798397863818425,0.8571428571428571,0.06845378875732422,2.5464720000000005
775,Binary classification,Hoeffding Tree,Phishing,0.8798449612403101,0.8567026194144837,0.06845378875732422,2.7064380000000003
800,Binary classification,Hoeffding Tree,Phishing,0.8798498122653317,0.8584070796460177,0.006073951721191406,2.8711360000000004
825,Binary classification,Hoeffding Tree,Phishing,0.8786407766990292,0.8575498575498576,0.1326770782470703,3.0406500000000003
850,Binary classification,Hoeffding Tree,Phishing,0.8798586572438163,0.8579387186629527,0.13269996643066406,3.2138780000000002
875,Binary classification,Hoeffding Tree,Phishing,0.8810068649885584,0.8583106267029972,0.13269996643066406,3.3906410000000005
900,Binary classification,Hoeffding Tree,Phishing,0.882091212458287,0.8590425531914893,0.1327228546142578,3.5716040000000007
925,Binary classification,Hoeffding Tree,Phishing,0.8831168831168831,0.8611825192802056,0.1327228546142578,3.7563820000000008
950,Binary classification,Hoeffding Tree,Phishing,0.880927291886196,0.8599752168525404,0.1327228546142578,3.944916000000001
975,Binary classification,Hoeffding Tree,Phishing,0.8819301848049281,0.8609431680773881,0.1327228546142578,4.137248000000001
1000,Binary classification,Hoeffding Tree,Phishing,0.8828828828828829,0.8621908127208481,0.1327228546142578,4.333369000000001
1025,Binary classification,Hoeffding Tree,Phishing,0.8818359375,0.8613974799541809,0.1327228546142578,4.533157000000001
1050,Binary classification,Hoeffding Tree,Phishing,0.8836987607244995,0.8641425389755011,0.1327228546142578,4.736663000000001
1075,Binary classification,Hoeffding Tree,Phishing,0.8845437616387337,0.8658008658008659,0.1327228546142578,4.948755000000001
1100,Binary classification,Hoeffding Tree,Phishing,0.8844404003639672,0.8656084656084656,0.1327228546142578,5.176331000000001
1125,Binary classification,Hoeffding Tree,Phishing,0.8816725978647687,0.8630278063851698,0.1327228546142578,5.414074000000001
1150,Binary classification,Hoeffding Tree,Phishing,0.8807658833768495,0.8614762386248735,0.1327228546142578,5.668006000000001
1175,Binary classification,Hoeffding Tree,Phishing,0.879045996592845,0.8594059405940594,0.1327228546142578,5.931884000000001
1200,Binary classification,Hoeffding Tree,Phishing,0.8807339449541285,0.8610301263362489,0.1327228546142578,6.212836000000001
1225,Binary classification,Hoeffding Tree,Phishing,0.880718954248366,0.8609523809523809,0.1327228546142578,6.503725000000001
1250,Binary classification,Hoeffding Tree,Phishing,0.8799039231385108,0.8605947955390334,0.1327228546142578,6.811749000000001
1903,Binary classification,Hoeffding Tree,SMTP,1.0,0.0,0.017024993896484375,0.290032
3806,Binary classification,Hoeffding Tree,SMTP,1.0,0.0,0.017024993896484375,0.8957600000000001
5709,Binary classification,Hoeffding Tree,SMTP,1.0,0.0,0.017024993896484375,1.9011900000000002
7612,Binary classification,Hoeffding Tree,SMTP,1.0,0.0,0.017024993896484375,3.316643
9515,Binary classification,Hoeffding Tree,SMTP,1.0,0.0,0.017024993896484375,5.11376
11418,Binary classification,Hoeffding Tree,SMTP,1.0,0.0,0.017024993896484375,7.294705
13321,Binary classification,Hoeffding Tree,SMTP,1.0,0.0,0.017024993896484375,9.844854000000002
15224,Binary classification,Hoeffding Tree,SMTP,0.9992774091834724,0.0,0.026226043701171875,12.810059000000003
17127,Binary classification,Hoeffding Tree,SMTP,0.9992409202382343,0.0,0.017047882080078125,16.232042000000003
19030,Binary classification,Hoeffding Tree,SMTP,0.9993168322034789,0.0,0.017047882080078125,19.964815
20933,Binary classification,Hoeffding Tree,SMTP,0.999378941333843,0.0,0.017047882080078125,24.094143000000003
22836,Binary classification,Hoeffding Tree,SMTP,0.9994306984891613,0.0,0.017047882080078125,28.632234000000004
24739,Binary classification,Hoeffding Tree,SMTP,0.9994744926833212,0.0,0.017047882080078125,33.53399700000001
26642,Binary classification,Hoeffding Tree,SMTP,0.9994744942006681,0.0,0.017047882080078125,38.83570300000001
28545,Binary classification,Hoeffding Tree,SMTP,0.9995095291479821,0.0,0.017047882080078125,44.542747000000006
30448,Binary classification,Hoeffding Tree,SMTP,0.9995401845830459,0.0,0.017047882080078125,50.680097
32351,Binary classification,Hoeffding Tree,SMTP,0.9995672333848532,0.0,0.017047882080078125,57.231522000000005
34254,Binary classification,Hoeffding Tree,SMTP,0.9995912766764955,0.0,0.017047882080078125,63.96393400000001
36157,Binary classification,Hoeffding Tree,SMTP,0.9996127890253347,0.0,0.017047882080078125,70.84472900000002
38060,Binary classification,Hoeffding Tree,SMTP,0.9996321500827662,0.0,0.017047882080078125,77.89565700000001
39963,Binary classification,Hoeffding Tree,SMTP,0.9996496671838246,0.0,0.017047882080078125,85.09777600000001
41866,Binary classification,Hoeffding Tree,SMTP,0.9996655917831124,0.0,0.017047882080078125,92.45898100000001
43769,Binary classification,Hoeffding Tree,SMTP,0.9996801316029976,0.0,0.017047882080078125,100.24647800000001
45672,Binary classification,Hoeffding Tree,SMTP,0.9996934597446958,0.0,0.017047882080078125,108.31954400000001
47575,Binary classification,Hoeffding Tree,SMTP,0.9997057216126456,0.0,0.017047882080078125,116.62511500000001
49478,Binary classification,Hoeffding Tree,SMTP,0.99971704024092,0.0,0.017047882080078125,125.218826
51381,Binary classification,Hoeffding Tree,SMTP,0.9996885947839627,0.0,0.017047882080078125,134.026674
53284,Binary classification,Hoeffding Tree,SMTP,0.9996997166075484,0.0,0.017047882080078125,143.311506
55187,Binary classification,Hoeffding Tree,SMTP,0.999710071394919,0.0,0.017047882080078125,152.94663200000002
57090,Binary classification,Hoeffding Tree,SMTP,0.9995620872672494,0.0,0.017047882080078125,162.86599800000002
58993,Binary classification,Hoeffding Tree,SMTP,0.9995762137238947,0.0,0.017047882080078125,173.16881700000002
60896,Binary classification,Hoeffding Tree,SMTP,0.999589457262501,0.0,0.017047882080078125,183.942812
62799,Binary classification,Hoeffding Tree,SMTP,0.9995700500015924,0.0,0.017047882080078125,195.024653
64702,Binary classification,Hoeffding Tree,SMTP,0.9995826957852274,0.0,0.017047882080078125,206.455966
66605,Binary classification,Hoeffding Tree,SMTP,0.9995946189418053,0.0,0.017047882080078125,218.25451999999999
68508,Binary classification,Hoeffding Tree,SMTP,0.9995766855941729,0.0,0.017047882080078125,230.416589
70411,Binary classification,Hoeffding Tree,SMTP,0.9995881266865502,0.0,0.017047882080078125,242.893128
72314,Binary classification,Hoeffding Tree,SMTP,0.9995989656078437,0.0,0.017047882080078125,255.581225
74217,Binary classification,Hoeffding Tree,SMTP,0.99960924867953,0.0,0.017047882080078125,268.554423
76120,Binary classification,Hoeffding Tree,SMTP,0.9996190175908775,0.0,0.017047882080078125,281.800653
78023,Binary classification,Hoeffding Tree,SMTP,0.9996283099638563,0.0,0.017047882080078125,295.33477700000003
79926,Binary classification,Hoeffding Tree,SMTP,0.9996371598373475,0.0,0.017047882080078125,309.06462400000004
81829,Binary classification,Hoeffding Tree,SMTP,0.9996455980837855,0.0,0.017047882080078125,323.061344
83732,Binary classification,Hoeffding Tree,SMTP,0.9996536527689864,0.0,0.017047882080078125,337.333835
85635,Binary classification,Hoeffding Tree,SMTP,0.999661349463998,0.0,0.017047882080078125,351.877632
87538,Binary classification,Hoeffding Tree,SMTP,0.9996687115162731,0.0,0.017047882080078125,366.622104
89441,Binary classification,Hoeffding Tree,SMTP,0.9996645796064401,0.0,0.017047882080078125,381.58542
91344,Binary classification,Hoeffding Tree,SMTP,0.999671567607808,0.0,0.017047882080078125,396.713179
93247,Binary classification,Hoeffding Tree,SMTP,0.9996782703815713,0.0,0.017047882080078125,412.027237
95150,Binary classification,Hoeffding Tree,SMTP,0.9996847050415664,0.0,0.017047882080078125,427.598761
95156,Binary classification,Hoeffding Tree,SMTP,0.9996847249224948,0.0,0.017047882080078125,443.178195
106,Binary classification,Hoeffding Adaptive Tree,Bananas,0.5714285714285714,0.628099173553719,0.02568817138671875,0.036283
212,Binary classification,Hoeffding Adaptive Tree,Bananas,0.5592417061611374,0.5903083700440529,0.0257720947265625,0.11613300000000001
